bank_id,product_id,category_id,preprocessed,description
1,1,1,"Это страхование ответственность заёмщик непогашение кредит . страховка кредит дающий возможность человек , взявший кредит , закрывшие счёт страховой компания возникновение непредвиденные обстоятельства — например , внезапное увольнение тяжелой болезнь , которая позволяющий продолжающие трудовая деятельность . наступление страховой случай оставшаяся задолженность кредит наличные погасящийся счёт страховой компания . страхующие кредит .","тинькофф|кредит наличными|описание страхования|Это страхование ответственности заемщика за непогашение кредита. Страховка по кредиту дает возможность человеку, взявшему кредит, закрыть его за счет страховой компании при возникновении непредвиденных обстоятельств — например, внезапного увольнения или тяжелой болезни, которая не позволяет продолжать трудовую деятельность.

При наступлении страхового случая оставшаяся задолженность по кредиту наличными полностью погасится за счет страховой компании.

Страховать кредит не обязательно.|https://acdn.tinkoff.ru/static/documents/9fd26052-7200-4593-aa8e-97ad4d5ccd06.pdf"
1,1,1,"  стоимость услуги `` программа страховая защита заёмщики банк '' :   плата включение программа страховая защита заёмщики банк погашающийся состав регулярные платежи дата погашение очередной регулярное платёж . - 0,79 % сумма размер 150 тыс . руб . ( ) ; - 0,69 % сумма размер 150 тыс . руб . 300 тыс . руб . ( ) ; - 0,5 % сумма размер 300 тыс . руб .","тинькофф|кредит наличными|подробные условия страхования по договору|**Стоимость услуги ""Программа страховой защиты заемщиков банка"":** 
Плата за включение в Программу страховой защиты заемщиков Банка погашается ежемесячно в составе Регулярных платежей в дату погашения очередного Регулярного платежа. 
- 0,79% от суммы в размере до 150 тыс. руб. (не включительно);
- 0,69% от суммы в размере от 150 тыс. руб. до 300 тыс. руб. (не включительно);
- 0,5% от суммы в размере от 300 тыс. руб.|https://acdn.tinkoff.ru/static/documents/loans-cashloan-tariff.pdf"
1,1,1,расписавшие ОТДЕЛЬНО,тинькофф|кредит наличными|перечень страховых случаев|РАСПИСАТЬ ОТДЕЛЬНО|https://acdn.tinkoff.ru/static/documents/9fd26052-7200-4593-aa8e-97ad4d5ccd06.pdf
1,1,1,наступление страховой случай написавшие чат приложение тинькофф . оператор подсказавший дальнейший порядок действия .,тинькофф|кредит наличными|наступление страхового случая|При наступлении страхового случая напишите в чат приложения Тинькофф. Оператор подскажет дальнейший порядок действий.|-
1,1,1,"  подключившие страховка :   - время звонок банк согласование условия кредит . - приложение тинькофф - личный кабинет tinkoff.ru , бывшие активировавшие кредит — экран появившийся отдельный блок предложение оформившие страховка . - активация кредит личный кабинет , выбравшие « кредит наличные » список счета перешедшие раздел « настройка » . - написавшие чат служба поддержка приложение тинькофф личный кабинет сайт tinkoff.ru .   отключившие страховка :   - написавшие чат приложение тинькофф - личный кабинет tinkoff.ru . - оформившие кредит страховка , решившие отказавшиеся , позвонившие банк номер 8 800 333‑33‑33 сказавшие робот : « отключившие страхование кредит » .   отключение страховка уменьшившийся регулярный платёж :   возможные две причина .   1 . страховка обязательная условия тариф   — поэтому отключение процентная ставка заём выросшая , , увеличившийся размер регулярное платёж .   узнавшие , зависящий ставка наличие страховка , :   - раздел 4 индивидуальные условия кредит - это документ , который выдающие договор . - написавшие чат поддержка приложение тинькофф личный кабинет tinkoff.ru - позвонившие номер 8 800 555-09-11   2 . страховка обязательная   — значит , входящий сумма основный долг влияющий размер регулярное платёж .   узнавшие , подключённая страховка , :   - приложение тинькофф → « счёт кредит » → « показавшие график платежи » → следующий платёж . строка « страхование задолженность » — значит , страховка отсутствующий .   3 . Возможно , страховка подключённые другие платные услуги .   посмотревшие это приложение . выбравшие « счёт кредит » → « показавшие график платежи » , нажавшие любая платёж . открывшийся расшифровка , какие элементы состоящий платёж . подключённые дополнительные услуги , отразившиеся расшифровка .","тинькофф|кредит наличными|подключение / отключение|**Подключить страховку:**
- Во время звонка из банка для согласования условий кредита.
- В приложении Тинькофф
- В личном кабинете на tinkoff.ru, когда будете активировать кредит — на экране появится отдельный блок с предложением оформить страховку.
- Уже после активации кредита в личном кабинете, выбрав «Кредит наличными» в списке счетов и перейдя в раздел «Настройки».
- Написав в чат службы поддержки в приложении Тинькофф или в личном кабинете на сайте tinkoff.ru.


**Отключить страховку:**
- Написав в чат приложения Тинькофф
- В личном кабинете на tinkoff.ru.
- Если вы оформили кредит со страховкой, но потом решили от нее отказаться, позвоните в банк по номеру 8 800 333‑33‑33 и скажите роботу: «Отключить страхование по кредиту».

**При отключении страховки не уменьшился регулярный платеж:**
Возможны две причины.

**1. Страховка обязательна по условиям тарифа** — поэтому при ее отключении процентная ставка займа выросла и, соответственно, увеличился размер регулярного платежа.

**Узнать, зависит ли ставка от наличия страховки, можно:**
- В разделе 4 индивидуальных условий кредита - это документ, который выдают вместе с договором. 
- Написать в чат поддержки в приложении Тинькофф или в личном кабинете на tinkoff.ru 
- Позвоните по номеру 8 800 555-09-11


**2. Страховка не обязательна** — значит, она не входит в сумму основного долга и не влияет на размер регулярного платежа. 

**Узнать, подключена ли страховка, можно:** 
- В приложении Тинькофф → «Счет кредита» → «Показать график платежей» → следующий платеж. Если строки «Страхование задолженности» нет — значит, страховка отсутствует.


**3. Возможно, кроме страховки подключены другие платные услуги.**
Посмотреть это можно в приложении. Выберите «Счет кредита» → «Показать график платежей», а затем нажмите на любой платеж. Откроется расшифровка, из каких элементов состоит платеж. Если у вас подключены дополнительные услуги, они отразятся в расшифровке.|-"
1,1,1,"  « снижение платёж »   — это услуга , которая снижающий размер платёж кредит . Например , 4500 1000 ₽ следующие платёж .   особенности :   - услуга платная требующий , активировавшие . - всё время пользование кредит активировавшие услуга « снижение платёж » лишь . Это своё род страховка возможные финансовые трудности будущее — например , заёмщик задержавшие зарплата сократившие . услуга « снижение платёж » помогший снизившие платёж кредит , уменьшившие долговая нагрузка . предполагающие , будущее могущие возникнувшие сложность внесение регулярные платежи кредит , подключившие услуга получение кредитные деньги .","тинькофф|кредит наличными|«снижение платежа»|**«Снижение платежа»** — это услуга, которая ненадолго снижает размер платежа по кредиту. Например, с 4500 до 1000 ₽ на три следующих платежа. 

**Особенности:**
- Услуга платная и требует, чтобы ее активировали заранее. 
- За всё время пользования кредитом активировать услугу «Снижение платежа» можно лишь один раз. 

Это своего рода страховка от возможных финансовых трудностей в будущем — например, если заемщику задержали зарплату или внезапно сократили. Услуга «Снижение платежа» поможет ненадолго снизить платеж по кредиту, чтобы уменьшить долговую нагрузку.

Если предполагаете, что в будущем могут возникнуть сложности с внесением регулярных платежей по кредиту, подключите эту услугу сразу же после получения кредитных денег.|-"
1,1,1,"  счета тинькофф :   подписание кредитный договор происшедший встреча представитель банк . приехавший выбранные вы время место договор оформление кредит дебетовая карта Tinkoff Black . карта банк перевёдший сумма кредит .   некоторые клиенты , которые одна дебетовые карты тинькофф :   могущие получившие кредит встреча представитель . согласовавшие условия получение кредит карта : - мобильный приложение тинькофф - личный кабинет сайт tinkoff.ru - телефон сотрудник банк . согласовавшие срок сумма кредит , смогшие активировавшие онлайн — деньги поступившие карта . согласование условия банк отправившие клиент необходимые документы кредит адрес электронная почта , который указанный заполнение заявки . адрес электронная почта , выславшие документы почта россия . ''","тинькофф|кредит наличными|процесс подписания кредитного договора
|**Если еще нет счета в Тинькофф:** подписание кредитного договора произойдет на встрече с представителем банка. Он сам приедет в выбранные вами время и место с договором на оформление кредита и дебетовой картой Tinkoff Black. На эту карту банк переведет сумму кредита.

**Некоторые клиенты, у которых уже есть одна из дебетовых карт Тинькофф:** могут получить кредит без встречи с представителем. Согласовать условия получения кредита на карту можно дистанционно: 
- В мобильном приложении Тинькофф
- В личном кабинете на сайте tinkoff.ru 
- По телефону с сотрудником банка. 
После того как согласуете срок и сумму кредита, вы сможете активировать его онлайн — и деньги поступят на карту практически сразу. 

После согласования условий банк отправим клиенту необходимые документы по кредиту на адрес электронной почты, который был указан при заполнении заявки. Если адреса электронной почты нет, вышлют документы Почтой России.""|https://www.tinkoff.ru/bank/help/loans/nopledge/take-money/contract/"
1,1,1,"  доставившие договор город ?   представители тинькофф работающие крупные города россия . карта доставляющие течение 1–2 рабочие дни . живущие отдалённый район , потребовавшийся приехавшие ближайший регион город , наши представители . связавшиеся вы постаравшиеся подобравшие самый удобный вариант встреча . уточнившие информация доставка служба поддержка бесплатный телефон 8 800 333‑33‑33 заполнение заявки приложение тинькофф .   договор привозящие карта ?   банк перечисляющий кредит наличные дебетовая карта тинькофф . - клиент дебетовая карта тинькофф , представитель банк привёзший карта . - клиент одна дебетовые карты тинькофф — банк перечисливший кредитные средства действующая .   выглядящий кредитный договор тинькофф ?   занимающий одна страница , немой перечисленные основные параметры кредит : полная стоимость , процентная ставка , срок возврат , количество , размер периодичность платежи . форма договор отличающиеся зависимость способ подписание : встреча представитель электронная форме.общие условия договор потребительский кредит   отказавшиеся кредит подписание договор ?   кредит активированный полученные деньги отказавшиеся . : - написавшие чат служба поддержка приложение тинькофф личный кабинет сайт tinkoff.ru - позвонившие телефон 8 800 555‑09‑11 . кредитные деньги успевшие поступившие счёт , кредит считающийся активированный отказавшиеся получившийся","тинькофф|кредит наличными|подробнее о доставке договора
|**Доставят ли договор в мой город?**
Представители Тинькофф работают во всех крупных городах России. Обычно в них карты доставляют в течение 1–2 рабочих дней. Если вы живете в отдаленном районе, вам потребуется приехать в ближайший регион или город, где есть наши представители. Мы заранее свяжемся с вами и постараемся подобрать самый удобный для вас вариант встречи.

Уточнить информацию по доставке можно в службе поддержки по бесплатному телефону 8 800 333‑33‑33 или после заполнения заявки в приложении Тинькофф.

**Зачем вместе с договором привозят карту?**
Банк перечисляет кредит наличными на дебетовую карту Тинькофф. 
- Если у клиента еще нет дебетовой карты Тинькофф, представитель банка привезет карту. 
- Если у клиента уже есть одна из дебетовых карт Тинькофф — банк перечислит кредитные средства на действующую.

**Как выглядит кредитный договор с Тинькофф?**
Он занимает одну страницу, и в нем перечислены все основные параметры кредита: полная стоимость, процентная ставка, срок возврата, количество, размер и периодичность платежей.
Форма договора может немного отличаться в зависимости от способа подписания: на встрече с представителем или в электронной форме.Общие условия договора потребительского кредита

**Можно ли отказаться от кредита после подписания договора?**
Пока кредит не активирован и не получены деньги от него можно отказаться. Для этого: 
- Напишите в чат службы поддержки в приложении Тинькофф или в личном кабинете на сайте tinkoff.ru
- Позвоните по телефону 8 800 555‑09‑11.

Если кредитные деньги уже успели поступить на счет, кредит считается активированным и отказаться от него не получится|-"
1,1,1,"  « активировавшие кредит »   — значит давшие согласие , банк перечисливший карта кредитные деньги начавший начисляющие проценты использование . активировавшие кредит время встреча представитель тинькофф — рассказавший , какие способы активация нажавшие приложение , получившие деньги кредит .   Сколько время активация кредит ?   кредит нужно активировавшие течение 60 дни одобрение заявки . сделавшие , одобрение кредит наличные аннулирующийся пришедшийся отправляющие заявка . этот время условия , которые банк готовый выдавшие кредитные деньги , могущие изменившиеся . активация кредит деньги бывшие переведные дебетовая карта тинькофф течение день . полученные деньги снявшие любой банкомат , перевёдшие счёт оплатившие они покупка прямо карта .","тинькофф|кредит наличными|что значит «активировать кредит»? |**«Активировать кредит»** — значит дать согласие на то, что банк перечислит на карту кредитные деньги и начнет начислять проценты за их использование. Активировать кредит можно самостоятельно или во время встречи с представителем Тинькофф — он расскажет, какие есть способы активации и куда нажать в приложении, чтобы получить деньги по кредиту.

**Сколько времени есть на активацию кредита?**
Кредит нужно активировать в течение 60 дней после одобрения заявки. Если этого не сделать, одобрение кредита наличными аннулируется и придется отправлять заявку на него снова. К этому времени условия, по которым банк был готов выдать кредитные деньги, могут измениться.

После активации кредита деньги будут переведны на дебетовую карту Тинькофф в течение дня. Полученные деньги можно снять в любом банкомате, перевести их на другой счет или оплатить ими покупку прямо с карты.|https://www.tinkoff.ru/bank/help/loans/nopledge/take-money/activation/"
1,1,1,"  :   - приложение тинькофф : главный экран нажавшие блок « кредит наличные » . появившийся экран условия одобренный кредит , проверившие нажавшие « получившие кредит » . банк перевёдший кредитные деньги счёт дебетовая карта . - личный кабинет tinkoff.ru : панели счета выбравшие « кредит наличные » , попавшие экран активация кредит . проверившие условия нажавшие « активировавшие » . - телефон 8 800 333‑33‑33 сказавшие робот : « активировавшие кредит наличные » .   карта тинькофф :   этап активация потребовавшийся встреча представитель тинькофф . встреча представитель передавший карта помогший активировавшие . Это необходимо , банк смогший перевёдшие сумма кредит . нужно активировавшие кредит наличные - это помогшие представитель","тинькофф|кредит наличными|как активировать |**Самостоятельно:** 
- В приложении Тинькофф: на главном экране нажмите на блок «Кредит наличными». Появится экран с условиями одобренного кредита, проверьте их и нажмите «Получить кредит». После этого банк переведет кредитные деньги на счет дебетовой карты.
- В личном кабинете на tinkoff.ru: на панели счетов выберите «Кредит наличными», после чего вы попадете на экран активации кредита. Проверьте условия и нажмите «Активировать».
- По телефону 8 800 333‑33‑33 и сказав роботу: «Активировать кредит наличными».

**Если еще нет карты Тинькофф:**
Перед этапом активации потребуется встреча с представителем Тинькофф. На встрече представитель передаст карту и поможет ее активировать. Это необходимо, чтобы банк смог перевести на нее сумму кредита. После этого нужно будет отдельно активировать кредит наличными - с этим также может помочь представитель|-"
1,1,1,перевод деньги осуществляющийся дебетовая карта тинькофф течение день активация кредит .,тинькофф|кредит наличными|получение денег|Перевод денег осуществляется на дебетовую карту Тинькофф в течение дня после активации кредита.|https://www.tinkoff.ru/bank/help/loans/nopledge/take-money/cash/
1,1,1,"  кредит активированный :   уменьшившие сумма получившийся . случай лишние деньги вернувшие , погасившие часть кредит . банк начисляющие проценты оставшаяся сумма задолженность ( частично-досрочное погашение кредит )   отправленная заявка кредит :   попросившие изменившие сумма кредит , позвонивший сотрудник банк согласование условия . получившие карта деньги та сумма , одобренная кредит наличные , получившийся","тинькофф|кредит наличными|изменение суммы кредита после его одобрения
|**Если кредит активирован:** 
Уменьшить его сумму не получится. Но в этом случае лишние деньги можно вернуть, погасив часть кредита досрочно. Тогда банк будет начислять проценты только на оставшуюся сумму задолженности (частично-досрочное погашение кредита)

**Если отправлена заявка на кредит:**
Можно попросить изменить сумму кредита, когда вам позвонит сотрудник банка для согласования условий.

Получить на карту деньги свыше той суммы, что была одобрена для кредита наличными, не получится|-"
1,1,1,"  снятие кредитные деньги комиссии :   - банкоматы тинькофф снявшие любая сумма — число сумма кредит наличные . - другие банкоматы снявшие любая сумма начинаемые 3000 ₽ . снявшие маленькие 3000 ₽ , комиссия составивший 90 ₽   перевод деньги другая карта :   способы перевод деньги приложение тинькофф личный кабинет tinkoff.ru . - номер телефон система быстрые платежи — . другие банки переводившие 5 000 000 ₽ комиссия . перевод превышающие 1 000 000 ₽ . - номер карта другое банк — пара секунды сутки . комиссия переводившие 20 000 ₽ расчётный период . превысившие лимит , взявшие комиссия 1,5 % сумма превышение , менее 30 ₽ . посмотревшие остаток лимит бесплатные переводы приложение тинькофф : нажавшие счёт карта → пролиставшие экран блок « детали счета » → « тарифные лимиты » . - реквизиты счета друг банк — одно три дни . банковский перевод подошедший , хотящие переводившие крупные сумма комиссия . перевод занявшие несколько дни , делающийся рабочее время будни . ''","тинькофф|кредит наличными|снятие и перевод кредитных денег |**Снятие кредитных денег без комиссий:**
- В банкоматах Тинькофф можно бесплатно снять любую сумму — в том числе сразу всю сумму кредита наличными.
- В других банкоматах можно снять любую сумму начиная с 3000 ₽. Если снять меньше 3000 ₽, комиссия составит 90 ₽

**Перевод денег на другую карту:**
Способы перевода денег в приложении Тинькофф и личном кабинете на tinkoff.ru.

- По номеру телефона через Систему быстрых платежей — моментально. В другие банки можно ежемесячно переводить до 5 000 000 ₽ без комиссии. Один перевод не может превышать 1 000 000 ₽.

- По номеру карты другого банка — от пары секунд до суток. Без комиссии можно переводить до 20 000 ₽ за расчетный период. Если превысить лимит, возьмут комиссию 1,5% от суммы превышения, но не менее 30 ₽.
Посмотреть остаток лимита для бесплатных переводов можно в приложении Тинькофф: нажмите на счет карты → пролистайте экран до блока «Детали счета» → «Тарифные лимиты».

- По реквизитам счета в другом банке — от одного до трех дней. Банковский перевод подойдет, если хотите переводить крупные суммы без комиссии. Такой перевод может занять нескольких дней, потому что делается только в рабочее время в будни.""|-"
1,1,1,"  платящие магазины :   траты карта Tinkoff Black кэшбэк приходящий рубли . конец каждый месяц подбирающиеся несколько категории покупки , которые полученный кэшбэк .   платящие интернет :   такие траты вернувшийся кэшбэк . нужно сделавшие покупка одна выбранные категории кэшбэк партнёр банк .   оплачивающие   штрафы гибдд , услуги жкх , мобильная связь интернет приложение тинькофф сайт tinkoff.ru , кэшбэк траты .   покупающие спецпредложения партнёры тинькофф :   супермаркеты , кафе рестораны , магазины косметика электроника , сервисы такси каршеринг многие другие места . партнёры предлагающие кэшбэк 30 % рубли покупка карта Tinkoff Black . ''","тинькофф|кредит наличными|использование кредитных денег |**Платить в магазинах:** За траты по карте Tinkoff Black кэшбэк приходит в рублях. В конце каждого месяца подбираются несколько категорий покупок, за которые будет получен кэшбэк. 

**Платить в интернете:** За такие траты тоже вернется кэшбэк. Для этого нужно сделать покупку в одной из выбранных категорий кэшбэка или у партнера банка. 

**Оплачивать** штрафы ГИБДД, услуги ЖКХ, мобильную связь и интернет в приложении Тинькофф или на сайте tinkoff.ru, но кэшбэка за эти траты не будет.

**Покупать по спецпредложениям от партнеров Тинькофф:** В супермаркетах, кафе и ресторанах, в магазинах косметики и электроники, в сервисах такси и каршеринга и во многих других местах. Партнеры предлагают кэшбэк до 30% в рублях за покупки по карте Tinkoff Black.""|-"
1,1,1,закрывшие кредит любой момент — никакой комиссия это . полное погашение кредитный договор закрывшийся течение день .,тинькофф|кредит наличными|полное досрочное погашние |Закрыть кредит досрочно можно в любой момент — никакой комиссии за это не будет. После полного погашения кредитный договор закроется автоматически в течение дня. |https://www.tinkoff.ru/bank/help/loans/nopledge/closure/full-advance/
1,1,1,  закрывшие кредит :   - приложение тинькофф : главный экран выбравшие « кредит наличные » → блок « детали кредит » само низ → « досрочное погашение » → « закрывшие » . - личный кабинет tinkoff.ru : выбравшие « кредит наличные » панели счета → « действие » → « погашение кредит » → « полное погашение » .,"тинькофф|кредит наличными|процесс досрочного погашения |**Где закрыть кредит:**
- В приложении Тинькофф: на главном экране выберите «Кредит наличными» → блок «Детали кредита» в самом низу → «Досрочное погашение» → «Закрыть досрочно».

- В личном кабинете на tinkoff.ru: выберите «Кредит наличными» на панели счетов слева → «Действия» → «Погашение кредита» → «Полное погашение».|-"
1,1,1,"дебетовая карта тинькофф пользующиеся полное погашение кредит . обслуживание списывающиеся плата действующий тариф .   способы сделавшие обслуживание бесплатный :   - держащие картсчета , вклады , накопительные инвестиционные счета тинькофф менее 50 000 ₽ ; - взявшие кредит наличные тинькофф ; - оформившие подписка Tinkoff Pro подключившиеся сервис Tinkoff Premium . переставшие использовавшие карта счёт деньги , плата обслуживание взявшие , немой появившиеся деньги - оплата взимающийся последний расчётный период внесение деньги счёт . ''","тинькофф|кредит наличными|использование карты после погашения кредита |Дебетовой картой Тинькофф можно пользоваться после полного погашения кредита. Но теперь за обслуживание будет списываться плата по действующему тарифу.

**Способы сделать обслуживание бесплатным:**
- держать на картсчетах, вкладах, накопительных и инвестиционных счетах в Тинькофф не менее 50 000 ₽ ежедневно;
- взять еще один кредит наличными в Тинькофф;
- оформить подписку Tinkoff Pro или подключиться к сервису Tinkoff Premium.

Если перестанете использовать карту и на счете не будет денег, плату за обслуживание возьмем, только когда на нем появятся деньги - оплата взимается только за последний расчетный период перед внесением денег на счет.""|-"
1,1,1,"  « снижение платёж »   — это услуга , которая снижающий размер платёж кредит . Например , 4500 1000 ₽ следующие платёж .   особенности :   - услуга платная требующий , активировавшие . - всё время пользование кредит активировавшие услуга « снижение платёж » лишь . Это своё род страховка возможные финансовые трудности будущее — например , заёмщик задержавшие зарплата сократившие . услуга « снижение платёж » помогший снизившие платёж кредит , уменьшившие долговая нагрузка . предполагающие , будущее могущие возникнувшие сложность внесение регулярные платежи кредит , подключившие услуга получение кредитные деньги .","тинькофф|кредит наличными|описание|**«Снижение платежа»** — это услуга, которая ненадолго снижает размер платежа по кредиту. Например, с 4500 до 1000 ₽ на три следующих платежа. 

**Особенности:**
- Услуга платная и требует, чтобы ее активировали заранее. 
- За всё время пользования кредитом активировать услугу «Снижение платежа» можно лишь один раз. 

Это своего рода страховка от возможных финансовых трудностей в будущем — например, если заемщику задержали зарплату или внезапно сократили. Услуга «Снижение платежа» поможет ненадолго снизить платеж по кредиту, чтобы уменьшить долговую нагрузку.

Если предполагаете, что в будущем могут возникнуть сложности с внесением регулярных платежей по кредиту, подключите эту услугу сразу же после получения кредитных денег.|https://acdn.tinkoff.ru/static/documents/loans-cashloan-tariff.pdf
https://www.tinkoff.ru/bank/help/loans/nopledge/info/payment-relief/"
1,1,1,"предусмотренная договор , 12 % годовые","тинькофф|кредит наличными|ставка|Предусмотренная договором, но не более 12% годовых |https://acdn.tinkoff.ru/static/documents/loans-cashloan-tariff.pdf
https://www.tinkoff.ru/bank/help/loans/nopledge/info/payment-relief/"
1,1,1,"размер сниженный платёж определяющийся клиент пределы 1 % выданная сумма . менее 1000 руб . регулярное платёж , рассчитанный учёт активированная услуги « снижение платёж »","тинькофф|кредит наличными|размер сниженного платежа|Размер сниженного платежа определяется клиентом в пределах от 1% от первоначально выданной суммы. Не менее 1000 руб. и не более регулярного платежа, рассчитанного без учета активированной услуги «Снижение платежа» |https://acdn.tinkoff.ru/static/documents/loans-cashloan-tariff.pdf
https://www.tinkoff.ru/bank/help/loans/nopledge/info/payment-relief/"
